label,Type,messages
ham,,Wat would u like 4 ur birthday?
ham,,How much is torch in 9ja.
spam,Free_Service_Scam,Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth å£33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk
ham,,Alright. I'm out--have a good night!
spam,Contact_Service_Scam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08718738001 Identifier Code: 49557 Expires 26/11/04
spam,Subscription_Scam,TBS/PERSOLVO. been chasing us since Sept forå£38 definitely not paying now thanks to your information. We will ignore them. Kath. Manchester.
ham,,I will see in half an hour
ham,,Ok...
spam,Subscription_Scam,Do you want a new video handset? 750 anytime any network mins? Half Price Line Rental? Camcorder? Reply or call 08000930705 for delivery tomorrow
spam,False billing,"I am the purchasing officer for (your company's name). Yesterday, we received X amount of (toner, paper, cash register or debit machine tape, a directory) from your company. Please be on notice that we are hereby revoking our acceptance of the delivered goods for the following reasons.

Misrepresentation as our normal supplier.

Inferior quality of delivered goods.

Quality of delivered goods does not conform to the telephone conversation.

The goods were never ordered.

Inflated price of merchandise.

(Any other reasons which may apply to customer not wanting the delivered product).

For the foregoing reasons we are revoking our acceptance of the goods. Therefore, we require that you arrange to have the (toner, paper, register tape, directory) picked up and returned to your business establishment. We will hold the shipment for a period of 30 days after your receipt of this letter. If reshipping arrangements are not made during that time period, we will be forced to dispose of the goods.

I also require that any future correspondence from your company to ours be in writing. If you have (your company's name) on your records for future orders, please cancel those orders as none have been made."
ham,,Try to do something dear. You read something for exams
spam,Free_Service_Scam,"Your account has been credited with 500 FREE Text Messages. To activate, just txt the word: CREDIT to No: 80488 T&Cs www.80488.biz"
spam,Free_Service_Scam,SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now! HG/Suite342/2Lands Row/W1J6HL
ham,,"The house is on the water with a dock, a boat rolled up with a newscaster who dabbles in jazz flute behind the wheel"
spam,Free_Service_Scam,FREE>Ringtone! Reply REAL or POLY eg REAL1 1. PushButton 2. DontCha 3. BabyGoodbye 4. GoldDigger 5. WeBeBurnin 1st tone FREE and 6 more when u join for å£3/wk
spam,Adult_Content_Scam,Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p
spam,Prize_Lottery_Scam,Todays Voda numbers ending 1225 are selected to receive a å£50award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app
ham,,Of course. I guess god's just got me on hold right now.
ham,,I'm turning off my phone. My moms telling everyone I have cancer. And my sister won't stop calling. It hurts to talk. Can't put up with it. See u when u get home. Love u
ham,,"That means you got an A in epi, she.s fine. She.s here now."
ham,,We can go 4 e normal pilates after our intro...
spam,Financial_Scam,(Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..
ham,,"Wa, ur openin sentence very formal... Anyway, i'm fine too, juz tt i'm eatin too much n puttin on weight...Haha... So anythin special happened?"
ham,,No. I dont want to hear anything
spam,Free_Service_Scam,New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693
spam,Contact_Service_Scam,"Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm"
spam,Free_Service_Scam,FREE MSG:We billed your mobile number by mistake from shortcode 83332.Please call 08081263000 to have charges refunded.This call will be free from a BT landline
ham,,Will Ì_ b going to esplanade fr home?
spam,Subscription_Scam,We tried to contact you re our offer of New Video Phone 750 anytime any network mins HALF PRICE Rental camcorder call 08000930705 or reply for delivery Wed
ham,,Ok...
spam,Other_Spam,Ringtone Club: Gr8 new polys direct to your mobile every week !
spam,Free_Service_Scam,"Sppok up ur mob with a Halloween collection of nokia logo&pic message plus a FREE eerie tone, txt CARD SPOOK to 8007"
spam,Subscription_Scam,-PLS STOP bootydelious (32/F) is inviting you to be her friend. Reply YES-434 or NO-434 See her: www.SMS.ac/u/bootydelious STOP? Send STOP FRND to 62468
ham,,"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!"
spam,Prize_Lottery_Scam,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com
spam,Other_Spam,XCLUSIVE@CLUBSAISAI 2MOROW 28/5 SOIREE SPECIALE ZOUK WITH NICHOLS FROM PARIS.FREE ROSES 2 ALL LADIES !!! info: 07946746291/07880867867
spam,Other_Spam,Your next amazing xxx PICSFREE1 video will be sent to you enjoy! If one vid is not enough for 2day text back the keyword PICSFREE1 to get the next video.
ham,,Nooooooo I'm gonna be bored to death all day. Cable and internet outage.
spam,Free_Service_Scam,This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18+only
spam,Free_Service_Scam,"u r subscribed 2 TEXTCOMP 250 wkly comp. 1st wk?s free question follows, subsequent wks charged@150p/msg.2 unsubscribe txt STOP 2 84128,custcare 08712405020"
spam,Contact_Service_Scam,You have 1 new message. Please call 08715205273
ham,,"Good afternoon sexy buns! How goes the job search ? I wake and you are my first thought as always, my love. I wish your fine and happy and know I adore you!"
spam,Other_Spam,How come it takes so little time for a child who is afraid of the dark to become a teenager who wants to stay out all night?
ham,,Good morning pookie pie! Lol hope I didn't wake u up
spam,Subscription_Scam,"Romantic Paris. 2 nights, 2 flights from å£79 Book now 4 next year. Call 08704439680Ts&Cs apply."
spam,Prize_Lottery_Scam,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+
spam,Free_Service_Scam,Free msg: Single? Find a partner in your area! 1000s of real people are waiting to chat now!Send CHAT to 62220Cncl send STOPCS 08717890890å£1.50 per msg
ham,,I am in hospital da. . I will return home in evening
ham,,Appt is at &lt;TIME&gt; am. Not my fault u don't listen. I told u twice
ham,,Sos! Any amount i can get pls.
spam,Prize_Lottery_Scam,URGENT This is our 2nd attempt to contact U. Your å£900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893
ham,,Oh... Lk tt den we take e one tt ends at cine lor... Dun wan yogasana oso can...
ham,,I'm going 2 orchard now laready me reaching soon. U reaching?
spam,Marketing_Link_Scam,Your credits have been topped up for http://www.bubbletext.com Your renewal Pin is tgxxrz
ham,,No da if you run that it activate the full version da.
ham,,Ok... U enjoy ur shows...
ham,,IM GONNAMISSU SO MUCH!!I WOULD SAY IL SEND U A POSTCARD BUTTHERES ABOUTAS MUCH CHANCE OF MEREMEMBERIN ASTHERE IS OFSI NOT BREAKIN HIS CONTRACT!! LUV Yaxx
spam,Prize_Lottery_Scam,"YOU VE WON! Your 4* Costa Del Sol Holiday or å£5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Costå£1.50/pm, Max10mins"
spam,Contact_Service_Scam,Loans for any purpose even if you have Bad Credit! Tenants Welcome. Call NoWorriesLoans.com on 08717111821
spam,Prize_Lottery_Scam,URGENT! Your Mobile number has been awarded with a å£2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm
spam,Subscription_Scam,"cmon babe, make me horny, *turn* me on! Txt me your fantasy now babe -) Im hot, sticky and need you now. All replies cost å£1.50. 2 cancel send STOP"
ham,,What you doing?how are you?
spam,Prize_Lottery_Scam,"URGENT! Your Mobile No. was awarded å£2000 Bonus Caller Prize on 5/9/03 This is our final try to contact U! Call from Landline 09064019788 BOX42WR29C, 150PPM"
spam,Emergency,"1. Grandma, it’s me! I’ve been in a terrible car accident and I need $2,000 right now for bail. Please don’t tell mom or dad—there’s a gag order.

2. Hi, my phone broke and I’m using a friend’s number. Can you please send me $500 in gift cards? I’ll explain everything later.

3. This is Officer Smith from the Toronto Police. Your grandson has been arrested and needs $3,000 for legal fees. Send cash via courier immediately to avoid further action."
ham,,"What do you do, my dog ? Must I always wait till the end of your day to have word from you ? Did you run out of time on your cell already?"
spam,Prize_Lottery_Scam,URGENT! Your Mobile number has been awarded with a å£2000 prize GUARANTEED. Call 09058094455 from land line. Claim 3030. Valid 12hrs only
ham,,See? I thought it all through
spam,Subscription_Scam,"I want some cock! My hubby's away, I need a real man 2 satisfy me. Txt WIFE to 89938 for no strings action. (Txt STOP 2 end, txt rec å£1.50ea. OTBox 731 LA1 7WS. )"
spam,Contact_Service_Scam,Someonone you know is trying to contact you via our dating service! To find out who it could be call from your mobile or landline 09064015307 BOX334SK38ch
ham,,"Yeah why not, is the gang all ready"
ham,,MAYBE IF YOU WOKE UP BEFORE FUCKING 3 THIS WOULDN'T BE A PROBLEM.
spam,Other_Spam,SMS. ac sun0819 posts HELLO:\You seem cool
spam,Prize_Lottery_Scam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC 08718720201 HG/Suite342/2Lands Row/W1J6HL
ham,,Carlos says he'll be at mu in  &lt;#&gt;  minutes
spam,Prize_Lottery_Scam,"URGENT! Your Mobile No 07808726822 was awarded a å£2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9758 BOX95QU"
spam,Free_Service_Scam,TheMob>Yo yo yo-Here comes a new selection of hot downloads for our members to get for FREE! Just click & open the next link sent to ur fone...
spam,Subscription_Scam,"Want to funk up ur fone with a weekly new tone reply TONES2U 2 this text. www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply"
spam,Contact_Service_Scam,Don't b floppy... b snappy & happy! Only gay chat service with photo upload call 08718730666 (10p/min). 2 stop our texts call 08712460324
ham,,Yes princess! I want to please you every night. Your wish is my command...
spam,Prize_Lottery_Scam,"REMINDER FROM O2: To get 2.50 pounds free call credit and details of great offers pls reply 2 this text with your valid name, house no and postcode"
ham,,Oops I was in the shower when u called. Hey a parking garage collapsed at university hospital. See I'm not crazy. Stuff like that DOES happen.
ham,,Did you catch the bus ? Are you frying an egg ? Did you make a tea? Are you eating your mom's left over dinner ? Do you feel my Love ?
spam,Prize_Lottery_Scam,Buy Space Invaders 4 a chance 2 win orig Arcade Game console. Press 0 for Games Arcade (std WAP charge) See o2.co.uk/games 4 Terms + settings. No purchase
spam,Other_Spam,"Free-message: Jamster!Get the crazy frog sound now! For poly text MAD1, for real text MAD2 to 88888. 6 crazy sounds for just 3 GBP/week! 16+only! T&C's apply"
spam,Prize_Lottery_Scam,You have WON a guaranteed å£1000 cash or a å£2000 prize. To claim yr prize call our customer service representative on 08714712379 between 10am-7pm Cost 10p
spam,Prize_Lottery_Scam,Urgent! Please call 09061743811 from landline. Your ABTA complimentary 4* Tenerife Holiday or å£5000 cash await collection SAE T&Cs Box 326 CW25WX 150ppm
ham,,I told that am coming on wednesday.
ham,,i cant talk to you now.i will call when i can.dont keep calling.
ham,,Lol you won't feel bad when I use her money to take you out to a steak dinner =D
ham,,Not getting anywhere with this damn job hunting over here!
ham,,Anything lor... U decide...
ham,,When u wana see it then
ham,,Well there's a pattern emerging of my friends telling me to drive up and come smoke with them and then telling me that I'm a weed fiend/make them smoke too much/impede their doing other things so you see how I'm hesitant
spam,Prize_Lottery_Scam,You have WON a guaranteed å£1000 cash or a å£2000 prize.To claim yr prize call our customer service representative on
ham,,"Sorry, I'll call later"
spam,Free_Service_Scam,Call FREEPHONE 0800 542 0578 now!
ham,,Audrie lousy autocorrect
ham,,"It's wylie, you in tampa or sarasota?"
ham,,I'm at work. Please call
spam,Contact_Service_Scam,<Forwarded from 448712404000>Please CALL 08712404000 immediately as there is an urgent message waiting for you.
spam,Financial industry client spoof,"Hi, this is John from EquityTrust. Please process a wire transfer of $85,200 USD today to our new vendor in HK. Client needs this done ASAP. Use updated banking info attached."
spam,Prize_Lottery_Scam,+449071512431 URGENT! This is the 2nd attempt to contact U!U have WON å£1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. maxå£7. 50
